boys_name,last_name,street_address,town,zip ,math_score,ela_score,total_score,Column1,choice_1,choice_2,choice_3,choice_4
Sonny,Hurley,852 Morristown Lane,Western Ridge,72429,340,207,547,,Western Ocean Secondary,Southern Plateau Secondary,Main Terrace Secondary,South River Junior-Sec
Eli,Vasquez,684 Sioux City Road,Central Delta,72392,326,221,547,,North Bayou High,East Plateau College,Central Plateau Secondary,East Ocean Secondary
Easton,Wheeler,279 Poinciana Place,Southern Ocean,72421,312,235,547,,West Ocean Secondary,Southern Bayou Composite,East Terrace Senior,East Ocean Secondary
Frankie,Newman,324 Sandy Court,Southern View,72415,293,254,547,,East River Senior,Main Plateau Composite,Central Bay Secondary,Northern Bay Senior
Orlando,Hendricks,545 Brookhaven Boulevard,Southern Bay,72424,289,258,547,,Western Bayou High,Southern Ocean High,East Valley High,North Bay High
Connor,Rocha,774 Dalton Drive,Eastern Bay,72444,277,270,547,,Central Ridge Senior,Central Terrace Secondary,Eastern Bayou Junior-Sec,Southern Terrace Senior
Shaun,Mckee,108 Racine Street,East Valley,72376,264,283,547,,East Ocean Senior,Northern Bayou High,Western Ocean Secondary,Main Plateau College
Dario,Hicks,756 Bryan Court,Western View,72425,253,294,547,,Northern Bayou High,Western Delta Secondary,Northern River Senior,Main Valley Senior
Reed,Stanley,209 Cathedral City Street,South Ocean,72361,227,320,547,,Eastern Plateau Senior,Central-North View High,North-West Ocean Senior,Eastern Bayou Secondary
Holden,Bradford,222 Tustin Court,Northern Bayou,72413,212,335,547,,Northern Ocean Secondary,South River Junior-Sec,Main Terrace Senior,Central Terrace Junior-Sec
Stephen,Schultz,520 Eau Claire Court,North Terrace,72347,343,203,546,,Eastern Terrace Secondary,Eastern Plateau Senior,North-West Ocean Senior,Eastern Bayou Junior-Sec
Edwin,Waters,165 Benton Harbor Drive,West Valley,72366,317,229,546,,East Bayou College,North Bay High,Northern River Senior,Main Valley Senior
Giovani,Ali,447 El Cajon Lane,Main Bay,72404,278,268,546,,East Valley High,East Plateau College,North Bay College,Eastern Bayou Junior-Sec
Grant,Holden,54 Rosemead Street,Eastern Ridge,72439,275,271,546,,Central Plateau Secondary,Southern Terrace Senior,Eastern Terrace Secondary,Main Ridge College
Gauge,Carroll,41 Boulder Boulevard,South Ocean,72361,270,276,546,,South Plateau Secondary,West Ocean Secondary,Main Plateau College,Northern Bay College
Kevin,Hayden,939 Kenosha Court,North River,72348,266,280,546,,East Valley High,Eastern Bayou Secondary,Eastern River Secondary,East Bayou College
Caiden,Shea,223 Norman Court,Northern Delta,72412,265,281,546,,North-West Ocean Senior,North Valley Junior-Sec,Central Terrace Junior-Sec,Main Plateau College
Isaac,Hines,579 Chicopee Avenue,West River,72368,255,291,546,,Main Delta Composite,West Valley High,Main River College,North Bay High
Maddox,Gallagher,292 Perris Place,Northern Bay,72414,237,309,546,,Eastern Bayou Secondary,Central Plateau Secondary,Northern Terrace High,Central Ridge Composite
Ronald,Ponce,291 Dover Lane,Eastern Ocean,72441,338,207,545,,Northern Bayou High,Eastern Bayou Junior-Sec,Western Plateau Secondary,Northern View Junior-Sec
Juan,Ross,223 Eagan Street,Northern Bay,72414,333,212,545,,North Bay High,Northern Valley Senior,Southern Terrace Senior,Main Valley Senior
Stephen,Pierce,94 Framingham Lane,Central Ridge,72389,301,244,545,,Main Delta Senior,Central-North View High,East Bayou College,Main Terrace College
Skylar,Fisher,301 Orland Park Court,West Ridge,72369,295,250,545,,Eastern Terrace Secondary,South River Junior-Sec,Eastern Valley Junior-Sec,Eastern Plateau Senior
Bryan,Riley,210 Texarkana Avenue,Main Valley,72396,273,272,545,,Western Delta Junior-Sec,East Ocean Secondary,West Bayou Senior,Eastern Valley Junior-Sec
Ishaan,Hanna,280 Sherman Street,East River,72378,264,281,545,,Central-North View High,South River Junior-Sec,North Plateau Secondary,North-West Ocean Senior
Marcelo,Cordova,883 Brentwood Avenue,North Bay,72354,252,293,545,,Northern Terrace High,Southern Plateau Secondary,Central Ridge Senior,West Ocean Senior
Gregory,Vang,770 Lakewood Drive,Main Plateau,72400,229,316,545,,South River High,North Terrace High,South Ocean High,East Plateau College
Ezekie,Robles,311 Carson City Lane,Main River,72398,298,246,544,,North Bay High,Eastern Plateau Senior,Main Plateau Composite,Northern Bay College
Leandro,Ross,259 South Jordan Drive,Northern Bay,72414,289,255,544,,Eastern Ocean College,East Bayou High,East Ocean Senior,South Ridge High
Ezekie,Cervantes,244 Newark Drive,Eastern Bayou,72443,265,279,544,,Central-North View High,Southern Bayou Composite,North Bayou High,Southern Ridge Secondary
Dwayne,Bolton,808 Rialto Lane,Main Bay,72404,240,304,544,,Northern Delta Senior,Main Terrace Secondary,Eastern Terrace Secondary,Southern Ocean High
Leonidas,Reyes,800 Royal Oak Lane,Eastern Ocean,72441,209,335,544,,East Terrace Senior,East Ocean Secondary,East Bayou College,Southern Ridge Secondary
Kenny,Hendricks,607 Springfield Road,Eastern Bay,72444,209,335,544,,Southern Plateau Secondary,Eastern Valley Junior-Sec,Eastern Ocean College,Main Delta Composite
Kevin,Gillespie,254 Lake Havasu City Road,West Ridge,72369,208,336,544,,South River Junior-Sec,East Valley Senior,East Plateau College,Eastern Ocean Secondary
Kenny,Mckenzie,164 Monterey Park Street,West Bay,72374,330,213,543,,East Ocean Senior,West Ocean Secondary,Main Plateau College,East Valley High
Abel,Donovan,495 St. Charles Boulevard,Western Ridge,72429,315,228,543,,North Plateau Secondary,North Terrace High,Southern Plateau Secondary,East Bayou High
Alfred,Beltran,120 Castro Valley Street,Southern View,72415,311,232,543,,Eastern View High,Eastern Bayou Junior-Sec,North Bay College,Main Terrace Senior
Caso,Hayes,466 Santa Monica Road,West Terrace,72367,293,250,543,,Central Bay Secondary,East Ocean Senior,East River Senior,Eastern Ocean Secondary
Deshawn,Molina,288 Vista Street,Southern Valley,72416,292,251,543,,West Bayou Senior,Main Valley Senior,East Bayou High,South River Junior-Sec
Issac,Rivas,530 Eastvale Court,Eastern Ocean,72441,258,285,543,,Eastern Plateau Senior,East Valley Senior,Main Plateau College,South River High
Reed,Barton,662 North Miami Place,North River,72348,224,319,543,,North Ridge High,South Ocean High,East Bayou High,Eastern Bayou Junior-Sec
Juan,Berger,222 St. George Avenue,South Bayou,72363,338,204,542,,Eastern Plateau Junior-Sec,East Valley High,North Terrace High,Main Plateau College
Leo,Strickland,91 Coon Rapids Boulevard,Northern Valley,72406,278,264,542,,Eastern View High,North Plateau Secondary,Main Delta Senior,Western Delta Junior-Sec
Mathias,Humphrey,966 Carlsbad Drive,East Delta,72382,258,284,542,,Western Delta Secondary,South Ridge High,Central Ridge Composite,Central-North View High
Calvin,Clarke,682 Johnson City Drive,Southern Bay,72424,242,300,542,,East River Senior,Southern Ridge Secondary,Northern Terrace High,Western Delta Junior-Sec
Stephen,Leach,991 Tracy Boulevard,Eastern Bayou,72443,232,310,542,,East Ocean Secondary,Northern Valley Senior,Main Delta Composite,North Bayou High
Kevin,Pace,608 Lawrence Place,Northern Plateau,72410,230,312,542,,Eastern River Secondary,South Valley Senior,Northern Terrace High,South Plateau Secondary
Adonis,Garner,235 Salisbury Court,Eastern Terrace,72437,216,326,542,,Northern Valley Senior,Eastern River Secondary,West Valley High,West Ocean Senior
Gauge,Maxwell,264 Dublin Place,Main Ocean,72401,310,231,541,,Central Bay Secondary,Southern Ocean High,Main Valley Senior,West Bayou Senior
Frankie,Hernandez,630 Columbia Road,Southern Bay,72424,304,237,541,,Northern Terrace High,Southern Plateau Secondary,South Ridge High,Central Terrace Junior-Sec
Victor,Pineda,488 Weston Avenue,East River,72378,271,270,541,,East Plateau College,Southern Ocean High,North Plateau Secondary,Main Ridge College
Caiden,Benitez,370 Rochester Place,West Bayou,72373,221,320,541,,Northern Ocean Secondary,North Valley Junior-Sec,East Terrace Senior,Northern Delta Senior
Blake,Levy,897 Sammamish Place,Main River,72398,322,218,540,,Eastern Plateau Junior-Sec,East Valley Senior,Main Terrace College,East Plateau College
Alberto,Buckley,243 Menifee Place,Central Valley,72386,286,254,540,,Main Plateau Composite,Northern Bay Senior,Northern Ocean Secondary,East Plateau College
Orlando,Hodge,263 Pine Hills Road,Southern Bayou,72423,282,258,540,,Main Plateau College,Eastern River Secondary,Northern River Senior,Main Valley Senior
Theodore,Santiago,291 Apple Valley Boulevard,Eastern Bay,72444,269,271,540,,North Bayou High,North Bay College,Southern Ridge Secondary,West Ocean Senior
Kane,Franklin,731 Leominster Place,Southern Bay,72424,254,286,540,,Southern Ocean High,South River Junior-Sec,East Valley Senior,South Valley Senior
Finley,Ali,802 Twin Falls Court,Western Bay,72434,234,306,540,,East Valley Senior,Eastern River Secondary,North Valley Junior-Sec,Northern Delta Senior
Keagan,Santiago,223 Carmel Drive,North Ridge,72349,213,327,540,,Main Delta Senior,North Bay High,Southern Ridge Secondary,Eastern Ocean College
Gavin,Cline,318 Kankakee Road,Central Ocean,72391,201,339,540,,Main Bayou College,East Plateau College,Central-North View High,South River Junior-Sec
Lorenzo,George,853 Longview Boulevard,Western Delta,72432,289,250,539,,Eastern Ocean College,Eastern Bayou Junior-Sec,Northern View Junior-Sec,East-Central View Composite
Barrett,Green,806 Dearborn Heights Drive,Southern Ocean,72421,286,253,539,,Central-North View High,Eastern Terrace Secondary,Main River College,West Ocean Secondary
Blake,Vincent,743 Pittsburg Road,Eastern Bayou,72443,262,277,539,,Eastern Plateau Senior,Main Plateau Composite,North Bay High,Central-North View High
Giovani,Reeves,610 Elizabeth Avenue,Northern View,72405,255,284,539,,Eastern River Secondary,Central Ridge Senior,East Ocean Secondary,Western Ridge High
Konner,Stanley,970 Margate Court,Central Valley,72386,320,218,538,,North Bayou High,North-West Ocean Senior,Northern Valley Senior,Southern Ridge Secondary
Dwayne,Price,112 Bossier City Court,West Bay,72374,301,237,538,,North Valley Junior-Sec,East Ocean Senior,Main Terrace Senior,North Bayou High
Dario,Mckenzie,900 Iowa City Avenue,Eastern Bayou,72443,299,239,538,,Central Ridge Senior,Southern Ridge Secondary,Southern Ocean High,Central Ridge Composite
Hugh,Tanner,940 Eastvale Boulevard,North Ridge,72349,288,250,538,,South View Composite,Northern Bay College,Main Delta Senior,Main Plateau Composite
Alvin,Lutz,998 Columbus Road,North River,72348,267,271,538,,Western Plateau Secondary,North-West Ocean Senior,Southern Ocean High,East River Senior
Sean,Norton,178 Hoover Lane,Central Terrace,72387,260,278,538,,Central Ridge Composite,South Ocean High,Western Delta Junior-Sec,Eastern Bayou Secondary
Aditya,Crawford,755 Lake Forest Lane,South Terrace,72357,235,303,538,,Southern Bayou Composite,Main River College,Central Terrace Secondary,Western Ocean Secondary
Avery,Donovan,733 Longmont Drive,North Ocean,72351,233,305,538,,Northern Bay College,Eastern Plateau Junior-Sec,Northern Ocean Secondary,North Bayou High
Alexis,Greene,403 West Covina Court,North Bayou,72353,202,336,538,,Central Ridge Composite,Western Delta Secondary,Main Terrace Senior,South Plateau Secondary
Calvin,Byrd,195 Dover Street,West Valley,72366,334,203,537,,Northern Ocean Secondary,North Bay High,Northern Bay College,North Bay College
Hector,Lyons,978 Bangor Street,Central Valley,72386,285,252,537,,South Ocean High,Main Terrace College,Southern Bay College,South Plateau Secondary
Cael,Tanner,223 Hanford Court,Northern Delta,72412,205,332,537,,Eastern View Composite,North Plateau Secondary,Southern Ocean High,Western Ridge High
Karter,Hurley,36 Kendall Drive,Southern Bayou,72423,325,211,536,,Eastern Terrace Secondary,East Ocean Secondary,Central Terrace Junior-Sec,South Ridge High
Alberto,Jensen,60 Wheeling Boulevard,Eastern Valley,72436,277,259,536,,East-Central View Composite,Northern View Junior-Sec,Northern Bayou High,North Plateau Secondary
Mike,Hicks,635 Los Lunas Street,West Bayou,72373,276,260,536,,Main Terrace College,Western Bayou High,East Bayou High,Eastern Bayou Junior-Sec
Dario,Richard,171 Independence Place,Southern Plateau,72420,247,289,536,,Main Delta Composite,Eastern Plateau Junior-Sec,North-West Ocean Senior,South Delta Secondary
Kadyn,Collins,668 Decatur Court,Eastern Delta,72442,324,211,535,,North Valley Junior-Sec,South Ridge High,East Terrace Senior,Northern Bay College
Sean,Patrick,678 Citrus Heights Court,Western Ocean,72431,311,224,535,,Eastern Terrace Secondary,Northern Terrace High,Central Bay Secondary,Main Terrace Senior
Keagan,Gay,61 Vacaville Street,East Ridge,72379,302,233,535,,East Valley Senior,East Valley High,Northern Bayou High,Central Plateau Secondary
Mike,Rogers,523 Holland Drive,South Ocean,72361,273,262,535,,Southern Plateau Secondary,North Ridge High,East Bayou High,Northern Bayou High
Deshawn,Berger,93 West Allis Street,South River,72358,212,323,535,,Northern Bay College,East Bayou High,North Valley Junior-Sec,North Bay High
Coby,Villegas,694 Woodland Road,Western Plateau,72430,207,328,535,,Western Ridge High,Eastern Ocean College,Eastern Bayou Secondary,North Bay High
Karter,Sanford,391 Cheektowaga Boulevard,Main Ridge,72399,331,203,534,,Southern Bay College,East Ocean Senior,East Valley High,Eastern River Secondary
Peter,Dorsey,371 Carbondale Drive,Central Bayou,72393,312,222,534,,East Bayou High,Northern Bay College,Eastern Ocean College,Southern Plateau Secondary
Nikolas,Garcia,838 La Habra Place,Northern Ocean,72411,297,237,534,,South View Composite,Main Delta Composite,Northern View Junior-Sec,North Terrace High
Dario,Gilmore,506 Brunswick Avenue,South Valley,72356,269,265,534,,Southern Bayou Composite,Main Plateau College,South Valley Senior,East Plateau College
Blake,Warner,841 Pittsfield Avenue,North Ridge,72349,226,308,534,,East River Senior,South River High,Southern Ocean High,South Delta Secondary
Maddox,Tucker,559 Apple Valley Drive,West Plateau,72370,200,334,534,,North Bayou High,Main Valley Senior,South Valley Senior,Main Plateau College
Marc,Fernandez,840 Hempstead Road,East Terrace,72377,315,218,533,,East Valley Senior,Central Terrace Secondary,South Delta Secondary,East Bayou College
Ari,Hernandez,586 Lafayette Avenue,Main River,72398,312,221,533,,East Ocean Secondary,East-Central View Composite,Southern Bay College,East Valley Senior
Enzo,Medina,439 Town 'n' Country Place,Western River,72428,293,240,533,,Southern Plateau Secondary,Central Plateau Secondary,Western Delta Secondary,Southern Ocean High
Sonny,Beltran,389 Euless Court,Northern Bay,72414,287,246,533,,South Ocean High,Central Ridge Composite,West Valley High,South River Junior-Sec
Mathias,Malone,958 Euless Court,East Ridge,72379,272,261,533,,Central Plateau Secondary,South View Composite,South River High,Eastern Bayou Secondary
Jakobe,Kennedy,899 Brookhaven Court,South Bayou,72363,259,274,533,,Northern View Junior-Sec,Southern Plateau Secondary,Main Delta Senior,North Bay High
Adonis,Andersen,661 Vacaville Avenue,Southern View,72415,329,203,532,,Eastern Plateau Senior,Northern Delta Senior,Central Terrace Secondary,North-West Ocean Senior
Enzo,Johns,682 Grapevine Boulevard,Northern Ridge,72409,298,234,532,,East Bayou College,South Ridge High,Northern Bay Senior,Western Plateau Secondary
Maddox,Lucas,23 Redlands Street,Eastern Ocean,72441,282,250,532,,Central Bay Secondary,East Bayou College,Western Ridge High,Central Plateau Secondary
Ben,Gilmore,407 Kettering Place,West Valley,72366,278,254,532,,Eastern View Composite,Southern Plateau Secondary,Eastern Ocean College,North Terrace High
Kolby,Malone,334 Independence Place,South Bayou,72363,277,255,532,,Eastern Terrace Secondary,North-West Ocean Senior,Eastern View Composite,South View Composite
Marquise,Vincent,520 Laguna Niguel Court,Northern Ridge,72409,208,324,532,,Central-North View High,Eastern Plateau Junior-Sec,West Bayou Senior,Southern Bayou Composite
Raul,Campos,870 Maple Grove Road,Main Terrace,72397,201,331,532,,North Bay High,Central Bay Secondary,Main Terrace Secondary,East Valley High
